km;largura;altura;patologia;xi;xf;yi;yf
169544-8_NORTE_P1_png.rf.3c741c68756434381c33a159cf5e727c.jpg;920;640;TLC-FC1;25;469;46;550
169544-8_NORTE_P1_png.rf.3c741c68756434381c33a159cf5e727c.jpg;920;640;TLC-FC1;95;441;111;555
169544-8_NORTE_P1_png.rf.3c741c68756434381c33a159cf5e727c.jpg;920;640;TLC-FC1;0;549;15;632
169544-8_NORTE_P1_png.rf.3c741c68756434381c33a159cf5e727c.jpg;920;640;TLC-FC1;148;447;165;493
169544-8_NORTE_P1_png.rf.3c741c68756434381c33a159cf5e727c.jpg;920;640;TLC-FC1;159;513;173;549
169626-68_NORTE_P1_png.rf.419b12ed4660c19d0e5e6abb3a3c6588.jpg;920;640;D;300;53;336;139
169626-68_NORTE_P1_png.rf.419b12ed4660c19d0e5e6abb3a3c6588.jpg;920;640;D;277;147;308;266
169626-68_NORTE_P1_png.rf.419b12ed4660c19d0e5e6abb3a3c6588.jpg;920;640;D;259;194;299;306
169626-68_NORTE_P1_png.rf.419b12ed4660c19d0e5e6abb3a3c6588.jpg;920;640;D;243;256;288;386
169626-68_NORTE_P1_png.rf.419b12ed4660c19d0e5e6abb3a3c6588.jpg;920;640;D;228;301;253;479
169626-68_NORTE_P1_png.rf.419b12ed4660c19d0e5e6abb3a3c6588.jpg;920;640;D;202;517;230;640
169626-68_NORTE_P1_png.rf.419b12ed4660c19d0e5e6abb3a3c6588.jpg;920;640;D;285;93;325;205
169665-27_NORTE_P1_png.rf.f40e6455f05ef2a78e13253fbc12c6a1.jpg;920;640;TLC-FC1;196;112;211;190
169665-27_NORTE_P1_png.rf.f40e6455f05ef2a78e13253fbc12c6a1.jpg;920;640;TLC-FC1;161;88;173;144
169665-27_NORTE_P1_png.rf.f40e6455f05ef2a78e13253fbc12c6a1.jpg;920;640;TLC-FC1;186;43;195;84
169698-45_NORTE_P1_png.rf.b7d4be416e3ed4ea196bb8e343636ef8.jpg;920;640;JE;0;0;225;575
169698-45_NORTE_P1_png.rf.b7d4be416e3ed4ea196bb8e343636ef8.jpg;920;640;TLC-FC1;246;57;264;98
169698-45_NORTE_P1_png.rf.b7d4be416e3ed4ea196bb8e343636ef8.jpg;920;640;FI;592;143;612;198
169706-48_NORTE_P1_png.rf.1f6bf5b0bc4c635d6de8a41325597f2b.jpg;920;640;TLC-FC1;65;186;113;415
169746-36_NORTE_P1_png.rf.671c232b9b5151fa72ab754c56906bfb.jpg;920;640;FI;116;221;254;592
169777-87_NORTE_P1_png.rf.969a1e69f007873b74a7a307b379b774.jpg;920;640;TTC-FC2;737;0;851;29
169777-87_NORTE_P1_png.rf.969a1e69f007873b74a7a307b379b774.jpg;920;640;TTC-FC2;791;119;907;155
169785-83_NORTE_P1_png.rf.e5a1debc8dd2e5d1ab08a36b3771f9eb.jpg;920;640;FI;785;4;920;596
169824-83_NORTE_P1_png.rf.946a30b241983a311953e47b9e4f42b4.jpg;920;640;TLL-FC2;778;5;920;640
169858-08_NORTE_P1_png.rf.107ebd90b01566859d81644628f744a7.jpg;920;640;J;610;246;919;640
169858-08_NORTE_P1_png.rf.107ebd90b01566859d81644628f744a7.jpg;920;640;TLL-FC1;27;0;45;422
169858-08_NORTE_P1_png.rf.107ebd90b01566859d81644628f744a7.jpg;920;640;TLL-FC1;839;0;850;210
170098-05_NORTE_P1_png.rf.9648d85653d8dce68d364a3c030b3d5c.jpg;920;640;TLC-FC2;728;536;743;618
170098-05_NORTE_P1_png.rf.9648d85653d8dce68d364a3c030b3d5c.jpg;920;640;TLC-FC2;756;384;776;486
170098-05_NORTE_P1_png.rf.9648d85653d8dce68d364a3c030b3d5c.jpg;920;640;TLC-FC2;640;188;653;265
170098-05_NORTE_P1_png.rf.9648d85653d8dce68d364a3c030b3d5c.jpg;920;640;TLC-FC2;91;305;112;405
170106-53_NORTE_P1_png.rf.0c2bcd0b8bec4f0851d6733bb7e55569.jpg;920;640;TLC-FC1;693;45;732;191
170106-53_NORTE_P1_png.rf.0c2bcd0b8bec4f0851d6733bb7e55569.jpg;920;640;FI;747;229;756;274
170106-53_NORTE_P1_png.rf.0c2bcd0b8bec4f0851d6733bb7e55569.jpg;920;640;FI;796;298;805;359
170139-83_NORTE_P1_png.rf.46c8be6523582f9c039978bf4475bec9.jpg;920;640;TLC-FC1;821;5;907;390
170339-83_NORTE_P1_png.rf.eb3390c66380e3a3fd4ecc8e3b55b635.jpg;920;640;TTC-FC2;540;185;644;211
170339-83_NORTE_P1_png.rf.eb3390c66380e3a3fd4ecc8e3b55b635.jpg;920;640;TTC-FC2;524;256;642;282
170339-83_NORTE_P1_png.rf.eb3390c66380e3a3fd4ecc8e3b55b635.jpg;920;640;TLC-FC2;547;303;577;419
170339-83_NORTE_P1_png.rf.eb3390c66380e3a3fd4ecc8e3b55b635.jpg;920;640;TLC-FC2;661;428;708;635
170339-83_NORTE_P1_png.rf.eb3390c66380e3a3fd4ecc8e3b55b635.jpg;920;640;TLC-FC2;291;55;306;99
170339-83_NORTE_P1_png.rf.eb3390c66380e3a3fd4ecc8e3b55b635.jpg;920;640;TTC-FC2;544;99;624;170
170379-81_NORTE_P1_png.rf.361a583f172d198d3d01c0dfd7488e36.jpg;920;640;TLC-FC3;884;0;915;145
170419-62_NORTE_P1_png.rf.f991603373af941e62e5954c8fbaa7b1.jpg;920;640;TLL-FC2;20;0;45;636
170543-89_NORTE_P1_png.rf.29b96147a93fa5a1e3c58f0ff6875fae.jpg;920;640;FI;23;305;223;640
170578-04_NORTE_P1_png.rf.cce55320472593fdb6bd0872dd6854d0.jpg;920;640;J;0;4;304;640
170587-68_NORTE_P1_png.rf.48dc14df17a89833e1602cca0abc296f.jpg;920;640;J;17;343;157;599
170662-61_NORTE_P1_png.rf.123c7dc33bd2a2ca3824b0711a0ceda3.jpg;920;640;TLL-FC1;28;88;315;117
170739-17_NORTE_P1_png.rf.f53cf35a5c4269bd179917425387d5a8.jpg;920;640;J;27;443;304;640
170739-17_NORTE_P1_png.rf.f53cf35a5c4269bd179917425387d5a8.jpg;920;640;TTC-FC2;170;28;255;64
170739-17_NORTE_P1_png.rf.f53cf35a5c4269bd179917425387d5a8.jpg;920;640;TTC-FC2;160;93;277;128
170739-17_NORTE_P1_png.rf.f53cf35a5c4269bd179917425387d5a8.jpg;920;640;J;664;86;762;370
170739-17_NORTE_P1_png.rf.f53cf35a5c4269bd179917425387d5a8.jpg;920;640;TTC-FC2;614;398;743;437
170739-17_NORTE_P1_png.rf.f53cf35a5c4269bd179917425387d5a8.jpg;920;640;TLC-FC1;148;207;166;271
170739-17_NORTE_P1_png.rf.f53cf35a5c4269bd179917425387d5a8.jpg;920;640;TLC-FC1;121;155;138;192
170743-36_NORTE_P1_png.rf.723f07884b9644065d1c0c21c9db2718.jpg;920;640;J;26;1;303;640
170781-85_NORTE_P1_png.rf.4563d44dc19da1a4b80d4bae951ca6d6.jpg;920;640;TTC-FC2;181;258;241;275
170781-85_NORTE_P1_png.rf.4563d44dc19da1a4b80d4bae951ca6d6.jpg;920;640;TLC-FC1;10;23;27;189
170781-85_NORTE_P1_png.rf.4563d44dc19da1a4b80d4bae951ca6d6.jpg;920;640;TLC-FC2;176;9;189;74
170818-48_NORTE_P1_png.rf.ce8be640dbc17511d241d0c5a515afb7.jpg;920;640;TLC-FC1;207;361;255;639
170826-94_NORTE_P1_png.rf.e8e6d1418801ab62dd2e6fcea774031d.jpg;920;640;TLC-FC2;82;404;111;591
170865-49_NORTE_P1_png.rf.3ab5561f1feb25e4ce5831d9aae4ff74.jpg;920;640;TLC-FC2;11;319;28;537
170865-49_NORTE_P1_png.rf.3ab5561f1feb25e4ce5831d9aae4ff74.jpg;920;640;TLC-FC2;899;0;920;109
170946-78_NORTE_P1_png.rf.00bbd6c3d7fad0ec7af3a06b78944034.jpg;920;640;TLC-FC2;144;167;175;303
170979-52_NORTE_P1_png.rf.3d7aab8d1c0232602cc9eecf1ba6d393.jpg;920;640;TLC-FC2;201;437;219;563
170979-52_NORTE_P1_png.rf.3d7aab8d1c0232602cc9eecf1ba6d393.jpg;920;640;D;576;0;799;640
170979-52_NORTE_P1_png.rf.3d7aab8d1c0232602cc9eecf1ba6d393.jpg;920;640;D;0;0;270;640
170979-52_NORTE_P1_png.rf.3d7aab8d1c0232602cc9eecf1ba6d393.jpg;920;640;TLC-FC2;670;262;681;366
170979-52_NORTE_P1_png.rf.3d7aab8d1c0232602cc9eecf1ba6d393.jpg;920;640;TLC-FC2;654;128;666;244
170979-52_NORTE_P1_png.rf.3d7aab8d1c0232602cc9eecf1ba6d393.jpg;920;640;TLC-FC1;152;376;170;584
170984-03_NORTE_P1_png.rf.ba78b3b8c2bb72f81adbd9f33448cf58.jpg;920;640;TLC-FC1;145;218;172;401
171018-81_NORTE_P1_png.rf.bfd2a5bf1dc3b31ba4f29a1877e97aab.jpg;920;640;TLC-FC1;842;0;857;208
171097-81_NORTE_P1_png.rf.63271962eab9ca0fc54ec8aec85cfd67.jpg;920;640;TLL-FC1;874;6;920;362
171106-37_NORTE_P1_png.rf.72487cae9136b4491969d4a10af24124.jpg;920;640;TLL-FC1;879;0;920;335
171138-17_NORTE_P1_png.rf.d88600ae01dfb3add79ff0b30355a7a3.jpg;920;640;TLC-FC2;69;201;85;410
171138-17_NORTE_P1_png.rf.d88600ae01dfb3add79ff0b30355a7a3.jpg;920;640;TLC-FC2;97;512;109;592
171179-49_NORTE_P1_png.rf.0dd70a61bfe3298b1e6935b813b0cb98.jpg;920;640;J;9;3;415;513
171185-27_NORTE_P1_png.rf.227cdfe308651889a937531c275e2808.jpg;920;640;TLC-FC2;682;141;703;304
171185-27_NORTE_P1_png.rf.227cdfe308651889a937531c275e2808.jpg;920;640;TLC-FC2;655;306;676;431
171185-27_NORTE_P1_png.rf.227cdfe308651889a937531c275e2808.jpg;920;640;TLC-FC2;684;320;696;389
171185-27_NORTE_P1_png.rf.227cdfe308651889a937531c275e2808.jpg;920;640;TLC-FC1;543;158;555;195
171185-27_NORTE_P1_png.rf.227cdfe308651889a937531c275e2808.jpg;920;640;TLC-FC1;505;226;516;261
171257-25_NORTE_P1_png.rf.7a0e0190444fa6e42358e2ebeb3b28ab.jpg;920;640;TLC-FC2;195;138;222;291
171257-25_NORTE_P1_png.rf.7a0e0190444fa6e42358e2ebeb3b28ab.jpg;920;640;TLC-FC2;197;496;217;618
171257-25_NORTE_P1_png.rf.7a0e0190444fa6e42358e2ebeb3b28ab.jpg;920;640;TLC-FC2;130;253;147;325
171257-25_NORTE_P1_png.rf.7a0e0190444fa6e42358e2ebeb3b28ab.jpg;920;640;D;0;6;258;640
171268-49_NORTE_P1_png.rf.0978950082c47547ddc9ba26dcf4e223.jpg;920;640;TLC-FC3;506;425;531;609
171268-49_NORTE_P1_png.rf.0978950082c47547ddc9ba26dcf4e223.jpg;920;640;TLC-FC2;505;280;523;383
171268-49_NORTE_P1_png.rf.0978950082c47547ddc9ba26dcf4e223.jpg;920;640;TLC-FC2;887;0;913;228
171302-07_NORTE_P1_png.rf.8c2bfc5cc88e0d133a281b972b9497bc.jpg;920;640;TLL-FC1;860;11;920;354
171340-24_NORTE_P1_png.rf.e07d4a28fb3b2ed7f983596ec663e6ba.jpg;920;640;TLC-FC1;234;242;273;401
171340-24_NORTE_P1_png.rf.e07d4a28fb3b2ed7f983596ec663e6ba.jpg;920;640;TLC-FC1;752;566;765;633
171340-24_NORTE_P1_png.rf.e07d4a28fb3b2ed7f983596ec663e6ba.jpg;920;640;TLC-FC1;141;242;169;421
171345-25_NORTE_P1_png.rf.d34cd0b6310ea22d5db5fffb5535a0a6.jpg;920;640;J;692;83;765;406
171345-25_NORTE_P1_png.rf.d34cd0b6310ea22d5db5fffb5535a0a6.jpg;920;640;J;104;291;319;370
171345-25_NORTE_P1_png.rf.d34cd0b6310ea22d5db5fffb5535a0a6.jpg;920;640;TTC-FC2;112;444;232;486
171345-25_NORTE_P1_png.rf.d34cd0b6310ea22d5db5fffb5535a0a6.jpg;920;640;TTC-FC2;778;131;884;194
171376-73_NORTE_P1_png.rf.712c3df7a911e7c6f3a01204bb10bee1.jpg;920;640;TLC-FC2;97;371;122;523
171376-73_NORTE_P1_png.rf.712c3df7a911e7c6f3a01204bb10bee1.jpg;920;640;TLC-FC2;116;179;145;323
171376-73_NORTE_P1_png.rf.712c3df7a911e7c6f3a01204bb10bee1.jpg;920;640;TLC-FC2;141;25;156;117
171376-73_NORTE_P1_png.rf.712c3df7a911e7c6f3a01204bb10bee1.jpg;920;640;TLC-FC2;635;156;654;277
171376-73_NORTE_P1_png.rf.712c3df7a911e7c6f3a01204bb10bee1.jpg;920;640;TLC-FC2;657;414;670;524
171420-09_NORTE_P1_png.rf.caccd4d061441b77fcb031fe24be9918.jpg;920;640;FI;87;157;121;292
171420-09_NORTE_P1_png.rf.caccd4d061441b77fcb031fe24be9918.jpg;920;640;FI;103;17;127;110
171420-09_NORTE_P1_png.rf.caccd4d061441b77fcb031fe24be9918.jpg;920;640;TLC-FC2;648;409;669;523
171621-21_NORTE_P1_png.rf.03c641900f465bc717c9580c83a9cd36.jpg;920;640;TLC-FC1;815;80;843;183
171621-21_NORTE_P1_png.rf.03c641900f465bc717c9580c83a9cd36.jpg;920;640;FI;624;170;686;379
171625-21_NORTE_P1_png.rf.61113891e8f8af253b1b9d45d1351cfb.jpg;920;640;TLC-FC2;656;271;672;386
171625-21_NORTE_P1_png.rf.61113891e8f8af253b1b9d45d1351cfb.jpg;920;640;TLC-FC2;668;405;679;515
171625-21_NORTE_P1_png.rf.61113891e8f8af253b1b9d45d1351cfb.jpg;920;640;TLC-FC2;737;201;751;280
171625-21_NORTE_P1_png.rf.61113891e8f8af253b1b9d45d1351cfb.jpg;920;640;TLC-FC2;668;49;678;150
171625-21_NORTE_P1_png.rf.61113891e8f8af253b1b9d45d1351cfb.jpg;920;640;TLC-FC2;695;321;707;451
171659-81_NORTE_P1_png.rf.2ddbed2007c632f336831480d292ba7b.jpg;920;640;J;532;2;754;602
171659-81_NORTE_P1_png.rf.2ddbed2007c632f336831480d292ba7b.jpg;920;640;TLC-FC2;189;451;204;640
171659-81_NORTE_P1_png.rf.2ddbed2007c632f336831480d292ba7b.jpg;920;640;TLC-FC2;680;501;697;640
171659-81_NORTE_P1_png.rf.2ddbed2007c632f336831480d292ba7b.jpg;920;640;J;87;163;225;480
171663-81_NORTE_P1_png.rf.a11fe985e22f46504e3a39ca43980f64.jpg;920;640;J;95;344;215;640
171663-81_NORTE_P1_png.rf.a11fe985e22f46504e3a39ca43980f64.jpg;920;640;J;493;221;788;640
171663-81_NORTE_P1_png.rf.a11fe985e22f46504e3a39ca43980f64.jpg;920;640;TLC-FC2;748;0;766;221
171663-81_NORTE_P1_png.rf.a11fe985e22f46504e3a39ca43980f64.jpg;920;640;TLC-FC2;840;0;866;254
171663-81_NORTE_P1_png.rf.a11fe985e22f46504e3a39ca43980f64.jpg;920;640;TLC-FC2;546;47;581;255
171704-74_NORTE_P1_png.rf.74834fcb6ee48953796dac8ce46c5a1d.jpg;920;640;TLC-FC2;0;89;29;300
171704-74_NORTE_P1_png.rf.74834fcb6ee48953796dac8ce46c5a1d.jpg;920;640;TLC-FC1;193;21;222;92
171704-74_NORTE_P1_png.rf.74834fcb6ee48953796dac8ce46c5a1d.jpg;920;640;TLC-FC1;40;361;76;476
171704-74_NORTE_P1_png.rf.74834fcb6ee48953796dac8ce46c5a1d.jpg;920;640;FI;56;39;108;142
171741-67_NORTE_P1_png.rf.d65aee6da970c2d7119124c6304e0e92.jpg;920;640;TLL-FC2;4;256;20;584
171746-01_NORTE_P1_png.rf.7a7b9ccaff5edf18d2afbdb4ca917d5d.jpg;920;640;TLC-FC1;7;22;30;238
171818-44_NORTE_P1_png.rf.34ca364b1a55fc04a0548c4893731b16.jpg;920;640;TLC-FC2;136;335;160;522
171861-5_NORTE_P1_png.rf.ef956e47d0b737b24b6c3f24cafc8484.jpg;920;640;FI;638;150;648;188
171898-78_NORTE_P1_png.rf.d85a3f7244d51484ab72258987f41baf.jpg;920;640;J;560;158;740;424
171898-78_NORTE_P1_png.rf.d85a3f7244d51484ab72258987f41baf.jpg;920;640;J;68;217;234;628
171906-45_NORTE_P1_png.rf.2f425e903cfdd53b1fe15630167b755a.jpg;920;640;TLC-FC2;824;114;836;468
171983-33_NORTE_P1_png.rf.c79d1ca11c839f0aaed334ea8c83908e.jpg;920;640;TLC-FC2;10;444;29;640
172021-71_NORTE_P1_png.rf.7524e7253f1a2a707a0a81721afc3f9d.jpg;920;640;FI;414;112;434;226
172025-4_NORTE_P1_png.rf.d8564fe167fc0cfaf7bed26d92ba3af2.jpg;920;640;R;882;0;898;164
172025-4_NORTE_P1_png.rf.d8564fe167fc0cfaf7bed26d92ba3af2.jpg;920;640;TLC-FC1;149;294;167;483
172025-4_NORTE_P1_png.rf.d8564fe167fc0cfaf7bed26d92ba3af2.jpg;920;640;TLC-FC1;147;152;168;205
172025-4_NORTE_P1_png.rf.d8564fe167fc0cfaf7bed26d92ba3af2.jpg;920;640;TLC-FC1;147;0;158;64
172025-4_NORTE_P1_png.rf.d8564fe167fc0cfaf7bed26d92ba3af2.jpg;920;640;TLL-FC1;663;94;680;640
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;D;622;0;920;494
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;D;0;0;269;640
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;TLC-FC2;144;255;155;311
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;TLC-FC2;119;392;134;466
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;TLC-FC2;176;387;195;478
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;TLC-FC2;181;496;200;574
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;TLC-FC2;144;23;160;75
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;TLC-FC2;70;98;82;227
172061-21_NORTE_P1_png.rf.a4d159ef7aa364efa70078b3b12bb8ab.jpg;920;640;TLC-FC2;25;310;46;453
172065-38_NORTE_P1_png.rf.23512e4734aa1c58bf63be723c916874.jpg;920;640;JE;89;0;203;640
172065-38_NORTE_P1_png.rf.23512e4734aa1c58bf63be723c916874.jpg;920;640;TLC-FC3;607;384;636;495
172065-38_NORTE_P1_png.rf.23512e4734aa1c58bf63be723c916874.jpg;920;640;TLC-FC3;634;526;657;640
172101-09_NORTE_P1_png.rf.def91aa30869400a026295fdfc8b7c16.jpg;920;640;J;60;63;346;636
172101-09_NORTE_P1_png.rf.def91aa30869400a026295fdfc8b7c16.jpg;920;640;TLL-FC1;701;43;725;636
172105-2_NORTE_P1_png.rf.067de82f64dd68bad90287e1b38be6ac.jpg;920;640;JE;37;0;370;640
172105-2_NORTE_P1_png.rf.067de82f64dd68bad90287e1b38be6ac.jpg;920;640;TLC-FC2;674;183;692;318
172105-2_NORTE_P1_png.rf.067de82f64dd68bad90287e1b38be6ac.jpg;920;640;TLC-FC2;737;484;757;612
172105-2_NORTE_P1_png.rf.067de82f64dd68bad90287e1b38be6ac.jpg;920;640;TLC-FC2;688;370;700;470
172139-84_NORTE_P1_png.rf.1ea6532741103024bda42907498ef5a0.jpg;920;640;TLL-FC2;28;0;41;640
172145-39_NORTE_P1_png.rf.cd0423a122df1d45cab03f7daa64c0b1.jpg;920;640;TLC-FC3;8;159;29;432
172183-24_NORTE_P1_png.rf.e0a27ca2caad88d86655a990686b546c.jpg;920;640;TLC-FC1;869;28;883;149
172183-24_NORTE_P1_png.rf.e0a27ca2caad88d86655a990686b546c.jpg;920;640;TLC-FC1;885;141;894;294
172225-9_NORTE_P1_png.rf.f699868821124fa644b963ba6fd3a979.jpg;920;640;TTC-FC2;21;14;146;64
172225-9_NORTE_P1_png.rf.f699868821124fa644b963ba6fd3a979.jpg;920;640;TLC-FC1;0;86;36;279
172266-41_NORTE_P1_png.rf.4128def7f8ed35c5e23b2e50be7ba1bf.jpg;920;640;J;22;1;268;640
172301-89_NORTE_P1_png.rf.7a821d34b5678741787e4effd7411b51.jpg;920;640;TLC-FC2;132;141;175;316
172306-88_NORTE_P1_png.rf.093e79b577ccefa9cfdd3fc72dc7b3e6.jpg;920;640;TLL-FC2;11;27;24;626
172306-88_NORTE_P1_png.rf.093e79b577ccefa9cfdd3fc72dc7b3e6.jpg;920;640;TLC-FC2;115;385;138;554
172347-73_NORTE_P1_png.rf.91e985388d0cb809e256623fd83c76c5.jpg;920;640;J;0;0;171;347
172347-73_NORTE_P1_png.rf.91e985388d0cb809e256623fd83c76c5.jpg;920;640;TLL-FC2;9;298;23;622
172377-35_NORTE_P1_png.rf.0383b6e9779354f892de305dd1caad84.jpg;920;640;D;17;1;177;640
172377-35_NORTE_P1_png.rf.0383b6e9779354f892de305dd1caad84.jpg;920;640;TLC-FC1;86;4;103;137
172377-35_NORTE_P1_png.rf.0383b6e9779354f892de305dd1caad84.jpg;920;640;TLC-FC1;21;17;38;229
172418-7_NORTE_P1_png.rf.0801995d70edd20a06a2239623ec9e3d.jpg;920;640;FI;22;2;62;104
172458-06_NORTE_P1_png.rf.47129dde419a190e266c7d63c118d12b.jpg;920;640;TLC-FC2;640;325;661;427
172458-06_NORTE_P1_png.rf.47129dde419a190e266c7d63c118d12b.jpg;920;640;TLC-FC2;636;31;651;117
172458-06_NORTE_P1_png.rf.47129dde419a190e266c7d63c118d12b.jpg;920;640;TLC-FC2;645;138;668;217
172465-82_NORTE_P1_png.rf.a0aa73a83663fce56dabd6148f9529fb.jpg;920;640;TLC-FC2;126;355;146;446
172465-82_NORTE_P1_png.rf.a0aa73a83663fce56dabd6148f9529fb.jpg;920;640;TLC-FC2;184;258;196;337
172465-82_NORTE_P1_png.rf.a0aa73a83663fce56dabd6148f9529fb.jpg;920;640;TLC-FC2;178;467;196;596
172465-82_NORTE_P1_png.rf.a0aa73a83663fce56dabd6148f9529fb.jpg;920;640;TLC-FC2;486;476;503;584
172465-82_NORTE_P1_png.rf.a0aa73a83663fce56dabd6148f9529fb.jpg;920;640;TLC-FC2;108;402;123;498
172785-49_NORTE_P1_png.rf.74d92ed19eb5b9a2f8c62a1442f3bb5b.jpg;920;640;TLC-FC1;591;73;628;271
172785-49_NORTE_P1_png.rf.74d92ed19eb5b9a2f8c62a1442f3bb5b.jpg;920;640;TLC-FC1;89;0;148;241
172821-11_NORTE_P1_png.rf.2a33496b3e948f836993882f67678f0b.jpg;920;640;TLC-FC2;895;19;920;251
172825-05_NORTE_P1_png.rf.0026844bef4843ead72918c0ce5a3026.jpg;920;640;EX;710;259;900;640
172899-12_NORTE_P1_png.rf.a8188ea5e98191a4b1eb22547e56ae59.jpg;920;640;TLC-FC2;819;11;850;399
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;TLC-FC2;223;62;237;139
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;TLC-FC2;225;284;241;371
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;TLC-FC2;189;86;210;203
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;TLC-FC2;215;1;224;72
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;TLC-FC2;167;232;179;308
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;TLC-FC2;185;302;200;397
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;TLC-FC2;204;507;221;596
172942-96_NORTE_P1_png.rf.39307b2fac1e53efe429f521eed032de.jpg;920;640;D;55;0;283;640
173139-89_NORTE_P1_png.rf.d488055e45dfacd490b5408b2b004e55.jpg;920;640;TLC-FC2;741;101;760;191
173139-89_NORTE_P1_png.rf.d488055e45dfacd490b5408b2b004e55.jpg;920;640;TLC-FC2;726;0;742;66
173139-89_NORTE_P1_png.rf.d488055e45dfacd490b5408b2b004e55.jpg;920;640;TLC-FC2;791;252;810;330
173139-89_NORTE_P1_png.rf.d488055e45dfacd490b5408b2b004e55.jpg;920;640;TLC-FC2;804;0;824;58
173139-89_NORTE_P1_png.rf.d488055e45dfacd490b5408b2b004e55.jpg;920;640;TLC-FC2;895;301;910;406
173139-89_NORTE_P1_png.rf.d488055e45dfacd490b5408b2b004e55.jpg;920;640;TLC-FC2;859;85;871;165
173143-56_NORTE_P1_png.rf.951bcffad4d5a21026f90c2dbcd1b039.jpg;920;640;TLL-FC2;716;15;773;463
173180-63_NORTE_P1_png.rf.e1752e48f251485aafbf7b4d8c49ead3.jpg;920;640;TLC-FC2;754;8;920;637
173221-37_NORTE_P1_png.rf.69a23b27de44ba4c0ac49b81c753f830.jpg;920;640;TLL-FC2;844;5;862;322
173258-82_NORTE_P1_png.rf.ad345b701fa726417709b9c8645b1294.jpg;920;640;JE;51;0;328;636
173258-82_NORTE_P1_png.rf.ad345b701fa726417709b9c8645b1294.jpg;920;640;FI;622;103;899;429
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;D;16;0;265;640
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;TLC-FC2;140;39;155;107
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;TLC-FC2;235;276;246;404
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;TLC-FC2;199;530;213;638
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;TLC-FC2;110;466;125;529
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;TLC-FC2;167;41;177;102
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;TLC-FC2;155;157;168;252
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;J;559;12;716;640
173338-75_NORTE_P1_png.rf.335a7376f598368a315d97db71357090.jpg;920;640;TLC-FC1;770;9;780;172
173343-46_NORTE_P1_png.rf.bbb7b3496df34b727cb3bd4d1dff9b81.jpg;920;640;TLL-FC2;65;0;247;522
173384-12_NORTE_P1_png.rf.02eab95bb6429b7ca107d821005025b6.jpg;920;640;FI;44;128;174;640
173421-85_NORTE_P1_png.rf.b5c2144637cca7608997a951ebca0b34.jpg;920;640;J;41;0;276;640
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLL-FC2;93;53;129;328
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;147;34;168;125
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;184;0;199;57
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;68;131;95;211
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;65;226;82;265
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;125;210;150;338
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;154;277;171;360
173425-76_NORTE_P1_png.rf.289f6a786296eab9a451ac03c0d6b85e.jpg;920;640;TLC-FC2;112;435;130;530
